Feature ENSEMBLE ID	Entrezgene	External Gene Name	Gene Biotype	External Gene Source	Transcript count	Description	K27M  vs WT day0 logFC	K27M  vs WT day0 Ci.L	K27M  vs WT day0 Ci.R	K27M  vs WT day0 p-value	 K27M  vs WT day0 Adj. p-value	K27M  vs WT day5 LogFC	 K27M  vs WT day5 Ci.L	K27M  vs WT day5 Ci.R	 K27M  vs WT day5  p-value	K27M  vs WT day5  adj p-value	WT day 5 vs WT day 0 logFC	WT day 5 vs WT day 0 CI.L	WT day 5 vs WT day 0 CI.R	WT day 5 vs WT day 0 p-value	WT day 5 vs WT day 0 Adj p-value	K27M day 5 vs K27M day 0 logFC	K27M day 5 vs K27M day 0 CI.L	K27M day 5 vs K27M day 0 CI.R	K27M day 5 vs K27M day 0 p-value	K27M day 5 vs K27M day 0 Adj p-value	
ENSG00000213801	399669	ZNF321P	transcribed_processed_pseudogene	HGNC Symbol	2	"zinc finger protein 321, pseudogene [Source:HGNC Symbol;Acc:HGNC:13827]"	0.06	-0.38	0.50	0.77	0.90	-0.44	-0.90	0.02	0.06	0.12	0.01	-0.50	0.52	0.97	0.98	-0.49	-0.88	-0.11	0.01	0.02	
ENSG00000213839	NA	TMX2P1	processed_pseudogene	HGNC Symbol	1	thioredoxin related transmembrane protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49916]	-0.03	-0.33	0.28	0.86	0.94	0.66	0.36	0.96	0.00	0.00	-0.07	-0.43	0.28	0.68	0.74	0.61	0.37	0.86	0.00	0.00	
ENSG00000213846	NA	AC098614.1	transcribed_processed_pseudogene	Clone-based (Ensembl) gene	2		-0.48	-1.03	0.07	0.09	0.27	0.56	0.03	1.09	0.04	0.09	-0.15	-0.77	0.47	0.62	0.68	0.89	0.44	1.34	0.00	0.00	
ENSG00000213853	2013	EMP2	protein_coding	HGNC Symbol	3	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	0.58	0.32	0.84	0.00	0.00	1.17	0.89	1.45	0.00	0.00	-0.34	-0.66	-0.02	0.04	0.06	0.25	0.04	0.45	0.02	0.03	
ENSG00000213859	147040	KCTD11	protein_coding	HGNC Symbol	2	potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]	-0.24	-0.53	0.05	0.10	0.31	0.69	0.41	0.97	0.00	0.00	-0.05	-0.38	0.28	0.75	0.80	0.87	0.64	1.11	0.00	0.00	
ENSG00000213864	NA	EEF1B2P2	processed_pseudogene	HGNC Symbol	1	eukaryotic translation elongation factor 1 beta 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3209]	-0.68	-1.22	-0.15	0.01	0.08	-0.73	-1.21	-0.26	0.00	0.01	0.57	0.03	1.12	0.04	0.06	0.53	0.06	0.99	0.03	0.04	
ENSG00000213865	56260	C8orf44	protein_coding	HGNC Symbol	5	chromosome 8 open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:25646]	0.16	-0.24	0.56	0.42	0.67	-0.05	-0.42	0.32	0.80	0.86	0.49	0.04	0.93	0.03	0.05	0.28	-0.04	0.60	0.08	0.11	
ENSG00000213866	NA	YBX1P10	processed_pseudogene	HGNC Symbol	1	Y-box binding protein 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42432]	-0.40	-0.95	0.14	0.14	0.37	0.15	-0.43	0.73	0.60	0.70	-0.34	-0.98	0.29	0.28	0.34	0.21	-0.27	0.69	0.38	0.43	
ENSG00000213888	NA	LINC01521	lincRNA	HGNC Symbol	2	long intergenic non-protein coding RNA 1521 [Source:HGNC Symbol;Acc:HGNC:26029]	-0.04	-0.39	0.32	0.84	0.93	-0.15	-0.41	0.12	0.27	0.39	1.45	1.09	1.81	0.00	0.00	1.34	1.08	1.60	0.00	0.00	
ENSG00000213889	147699	PPM1N	protein_coding	HGNC Symbol	8	"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]"	0.26	-0.05	0.58	0.10	0.29	-0.50	-0.93	-0.06	0.03	0.06	-1.11	-1.53	-0.69	0.00	0.00	-1.87	-2.20	-1.54	0.00	0.00	
ENSG00000213891	NA	RPL3P6	processed_pseudogene	HGNC Symbol	1	ribosomal protein L3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36395]	0.35	-0.83	1.52	0.55	0.77	0.00	-1.05	1.04	0.99	1.00	0.72	-0.57	2.02	0.26	0.33	0.37	-0.52	1.27	0.40	0.46	
ENSG00000213903	1241	LTB4R	protein_coding	HGNC Symbol	5	leukotriene B4 receptor [Source:HGNC Symbol;Acc:HGNC:6713]	0.39	-0.04	0.83	0.08	0.25	0.20	-0.16	0.57	0.26	0.38	0.93	0.46	1.40	0.00	0.00	0.74	0.42	1.06	0.00	0.00	
ENSG00000213904	100996307	LIPE-AS1	antisense_RNA	HGNC Symbol	8	LIPE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48589]	0.02	-0.46	0.50	0.93	0.97	-0.06	-0.53	0.41	0.80	0.86	0.18	-0.36	0.72	0.51	0.58	0.10	-0.30	0.49	0.62	0.67	
ENSG00000213904	101930071	LIPE-AS1	antisense_RNA	HGNC Symbol	8	LIPE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48589]	0.02	-0.46	0.50	0.93	0.97	-0.06	-0.53	0.41	0.80	0.86	0.18	-0.36	0.72	0.51	0.58	0.10	-0.30	0.49	0.62	0.67	
ENSG00000213906	56413	LTB4R2	protein_coding	HGNC Symbol	5	leukotriene B4 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19260]	-0.12	-0.72	0.48	0.69	0.86	0.45	-0.06	0.96	0.08	0.15	0.60	-0.04	1.25	0.06	0.10	1.17	0.72	1.63	0.00	0.00	
ENSG00000213917	NA	RPL5P8	processed_pseudogene	HGNC Symbol	1	ribosomal protein L5 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36290]	0.21	-0.12	0.54	0.20	0.45	-0.14	-0.39	0.10	0.25	0.36	1.55	1.21	1.88	0.00	0.00	1.20	0.96	1.43	0.00	0.00	
ENSG00000213918	1773	DNASE1	protein_coding	HGNC Symbol	14	deoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:2956]	0.38	0.17	0.59	0.00	0.01	0.01	-0.19	0.21	0.92	0.95	0.50	0.27	0.74	0.00	0.00	0.14	-0.03	0.31	0.10	0.13	
ENSG00000213923	1454	CSNK1E	protein_coding	HGNC Symbol	15	casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]	-0.17	-0.41	0.06	0.14	0.37	0.10	-0.14	0.34	0.41	0.53	-0.36	-0.63	-0.09	0.01	0.02	-0.09	-0.28	0.11	0.38	0.43	
ENSG00000213928	10379	IRF9	protein_coding	HGNC Symbol	15	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]	-0.17	-0.64	0.29	0.46	0.70	-0.57	-1.04	-0.09	0.02	0.05	0.10	-0.42	0.62	0.69	0.75	-0.29	-0.71	0.12	0.16	0.20	
ENSG00000213930	2592	GALT	protein_coding	HGNC Symbol	29	galactose-1-phosphate uridylyltransferase [Source:HGNC Symbol;Acc:HGNC:4135]	-0.16	-0.38	0.05	0.13	0.34	0.07	-0.15	0.29	0.53	0.64	-0.16	-0.41	0.09	0.20	0.26	0.07	-0.11	0.26	0.41	0.46	
ENSG00000213937	9080	CLDN9	protein_coding	HGNC Symbol	1	claudin 9 [Source:HGNC Symbol;Acc:HGNC:2051]	-0.37	-0.91	0.16	0.16	0.39	-2.17	-3.12	-1.22	0.00	0.00	-1.56	-2.30	-0.82	0.00	0.00	-3.35	-4.16	-2.55	0.00	0.00	
ENSG00000213949	3672	ITGA1	protein_coding	HGNC Symbol	7	integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]	0.78	0.33	1.23	0.00	0.02	2.23	1.59	2.88	0.00	0.00	-1.86	-2.57	-1.16	0.00	0.00	-0.41	-0.77	-0.06	0.02	0.04	
ENSG00000213963	100130691	AC019080.1	sense_overlapping	Clone-based (Ensembl) gene	8		0.75	0.26	1.24	0.00	0.03	0.65	0.26	1.03	0.00	0.01	1.13	0.60	1.66	0.00	0.00	1.02	0.69	1.35	0.00	0.00	
ENSG00000213965	390916	NUDT19	protein_coding	HGNC Symbol	1	nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036]	0.43	0.06	0.81	0.03	0.13	1.15	0.82	1.47	0.00	0.00	0.53	0.11	0.95	0.02	0.03	1.24	0.98	1.50	0.00	0.00	
ENSG00000213967	730087	ZNF726	protein_coding	HGNC Symbol	6	zinc finger protein 726 [Source:HGNC Symbol;Acc:HGNC:32462]	-6.69	-7.44	-5.93	0.00	0.00	-6.80	-7.55	-6.06	0.00	0.00	0.50	0.18	0.83	0.00	0.01	0.39	-0.62	1.40	0.44	0.49	
ENSG00000213976	NA	AC010615.1	unprocessed_pseudogene	Clone-based (Ensembl) gene	1		0.03	-0.30	0.36	0.84	0.93	-0.78	-1.09	-0.47	0.00	0.00	0.75	0.39	1.10	0.00	0.00	-0.06	-0.34	0.22	0.65	0.69	
ENSG00000213977	30851	TAX1BP3	protein_coding	HGNC Symbol	2	Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684]	-0.21	-0.44	0.02	0.08	0.25	0.40	0.14	0.67	0.00	0.01	-0.81	-1.10	-0.53	0.00	0.00	-0.20	-0.41	0.00	0.05	0.07	
ENSG00000213983	8906	AP1G2	protein_coding	HGNC Symbol	34	adaptor related protein complex 1 gamma 2 subunit [Source:HGNC Symbol;Acc:HGNC:556]	-0.26	-0.52	-0.01	0.05	0.19	-1.02	-1.32	-0.72	0.00	0.00	-0.37	-0.67	-0.07	0.02	0.03	-1.13	-1.38	-0.87	0.00	0.00	
ENSG00000213988	7643	ZNF90	protein_coding	HGNC Symbol	6	zinc finger protein 90 [Source:HGNC Symbol;Acc:HGNC:13165]	-0.16	-0.36	0.03	0.10	0.29	-0.31	-0.53	-0.08	0.01	0.02	-1.40	-1.64	-1.17	0.00	0.00	-1.55	-1.73	-1.37	0.00	0.00	
ENSG00000213995	55739	NAXD	protein_coding	HGNC Symbol	3	NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]	-0.04	-0.20	0.13	0.66	0.84	0.02	-0.14	0.18	0.78	0.85	0.28	0.10	0.46	0.00	0.01	0.33	0.20	0.47	0.00	0.00	
ENSG00000213996	53345	TM6SF2	protein_coding	HGNC Symbol	5	transmembrane 6 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11861]	-0.36	-1.00	0.29	0.26	0.52	-0.35	-0.92	0.21	0.21	0.32	0.59	-0.09	1.26	0.08	0.12	0.59	0.06	1.12	0.03	0.04	
ENSG00000214013	2595	GANC	protein_coding	HGNC Symbol	13	"glucosidase alpha, neutral C [Source:HGNC Symbol;Acc:HGNC:4139]"	-0.12	-0.32	0.09	0.25	0.51	-0.78	-0.98	-0.57	0.00	0.00	0.28	0.06	0.51	0.02	0.03	-0.38	-0.56	-0.20	0.00	0.00	
ENSG00000214021	26140	TTLL3	protein_coding	HGNC Symbol	33	tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]	-0.01	-0.54	0.52	0.98	0.99	-0.10	-0.53	0.34	0.66	0.75	0.99	0.43	1.54	0.00	0.00	0.90	0.49	1.30	0.00	0.00	
ENSG00000214022	29803	REPIN1	protein_coding	HGNC Symbol	19	replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]	-0.22	-0.42	-0.01	0.04	0.17	0.27	0.06	0.49	0.01	0.04	-0.71	-0.95	-0.47	0.00	0.00	-0.22	-0.39	-0.04	0.02	0.02	
ENSG00000214026	107987373	MRPL23	protein_coding	HGNC Symbol	10	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]	-0.08	-0.37	0.20	0.55	0.76	-0.27	-0.59	0.04	0.08	0.16	-0.33	-0.67	0.00	0.05	0.08	-0.52	-0.78	-0.27	0.00	0.00	
ENSG00000214026	6150	MRPL23	protein_coding	HGNC Symbol	10	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]	-0.08	-0.37	0.20	0.55	0.76	-0.27	-0.59	0.04	0.08	0.16	-0.33	-0.67	0.00	0.05	0.08	-0.52	-0.78	-0.27	0.00	0.00	
ENSG00000214029	101060200	ZNF891	protein_coding	HGNC Symbol	1	zinc finger protein 891 [Source:HGNC Symbol;Acc:HGNC:38709]	0.00	-0.30	0.30	0.98	0.99	-0.55	-0.82	-0.27	0.00	0.00	0.81	0.49	1.14	0.00	0.00	0.26	0.01	0.51	0.04	0.05	
ENSG00000214046	79086	SMIM7	protein_coding	HGNC Symbol	21	small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]	0.10	-0.11	0.32	0.34	0.60	-0.17	-0.36	0.03	0.09	0.17	0.72	0.48	0.95	0.00	0.00	0.45	0.28	0.62	0.00	0.00	
ENSG00000214050	157574	FBXO16	protein_coding	HGNC Symbol	11	F-box protein 16 [Source:HGNC Symbol;Acc:HGNC:13618]	0.15	-0.14	0.45	0.30	0.56	-0.17	-0.45	0.12	0.24	0.36	0.35	0.02	0.68	0.04	0.06	0.03	-0.21	0.27	0.78	0.81	
ENSG00000214063	7106	TSPAN4	protein_coding	HGNC Symbol	20	tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]	-0.10	-0.29	0.09	0.28	0.54	-0.17	-0.37	0.03	0.10	0.18	-1.07	-1.29	-0.85	0.00	0.00	-1.14	-1.30	-0.98	0.00	0.00	
ENSG00000214076	NA	CPSF1P1	processed_pseudogene	HGNC Symbol	1	cleavage and polyadenylation specific factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19251]	-0.85	-1.27	-0.43	0.00	0.00	0.34	-0.29	0.97	0.28	0.40	-2.25	-2.85	-1.64	0.00	0.00	-1.06	-1.51	-0.60	0.00	0.00	
ENSG00000214077	NA	GNAQP1	processed_pseudogene	HGNC Symbol	1	G protein subunit alpha q pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4391]	0.17	-0.43	0.77	0.56	0.77	-0.33	-0.95	0.30	0.29	0.41	0.06	-0.63	0.75	0.87	0.90	-0.44	-0.96	0.07	0.09	0.12	
ENSG00000214078	8904	CPNE1	protein_coding	HGNC Symbol	28	copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]	0.04	-0.17	0.24	0.72	0.87	-0.16	-0.36	0.05	0.13	0.22	-0.30	-0.53	-0.06	0.01	0.02	-0.49	-0.66	-0.32	0.00	0.00	
ENSG00000214087	339231	ARL16	protein_coding	HGNC Symbol	15	ADP ribosylation factor like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902]	-0.06	-0.25	0.13	0.55	0.77	0.01	-0.17	0.19	0.90	0.93	0.25	0.04	0.47	0.02	0.04	0.32	0.17	0.48	0.00	0.00	
ENSG00000214106	100132707	PAXIP1-AS2	antisense_RNA	HGNC Symbol	3	PAXIP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:48958]	0.07	-0.38	0.52	0.75	0.89	-0.22	-0.74	0.29	0.39	0.51	-0.41	-0.96	0.13	0.13	0.18	-0.70	-1.11	-0.30	0.00	0.00	
ENSG00000214110	NA	LDHAP4	processed_pseudogene	HGNC Symbol	1	lactate dehydrogenase A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:6539]	0.20	-0.26	0.66	0.38	0.63	0.38	-0.12	0.88	0.13	0.22	-0.34	-0.90	0.22	0.22	0.29	-0.17	-0.55	0.22	0.38	0.44	
ENSG00000214113	57128	LYRM4	protein_coding	HGNC Symbol	9	LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]	0.05	-0.13	0.23	0.57	0.78	-0.44	-0.62	-0.25	0.00	0.00	0.21	0.00	0.42	0.05	0.08	-0.28	-0.44	-0.13	0.00	0.00	
ENSG00000214114	26292	MYCBP	protein_coding	HGNC Symbol	4	MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]	0.10	-0.10	0.30	0.31	0.57	0.11	-0.08	0.30	0.23	0.35	0.30	0.08	0.53	0.01	0.02	0.32	0.16	0.48	0.00	0.00	
ENSG00000214135	220729	AC132008.2	transcribed_unprocessed_pseudogene	Clone-based (Ensembl) gene	7		-0.12	-0.34	0.10	0.29	0.55	-0.19	-0.43	0.05	0.11	0.20	-0.23	-0.49	0.03	0.07	0.11	-0.31	-0.50	-0.11	0.00	0.01	
ENSG00000214140	768206	PRCD	protein_coding	HGNC Symbol	13	photoreceptor disc component [Source:HGNC Symbol;Acc:HGNC:32528]	-0.81	-1.37	-0.26	0.01	0.04	-0.52	-1.38	0.34	0.22	0.34	-1.90	-2.68	-1.12	0.00	0.00	-1.60	-2.27	-0.94	0.00	0.00	
ENSG00000214160	10195	ALG3	protein_coding	HGNC Symbol	14	"ALG3, alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]"	0.03	-0.14	0.20	0.75	0.89	-0.52	-0.71	-0.33	0.00	0.00	-0.60	-0.80	-0.39	0.00	0.00	-1.15	-1.30	-0.99	0.00	0.00	
ENSG00000214174	201283	AMZ2P1	transcribed_unprocessed_pseudogene	HGNC Symbol	3	archaelysin family metallopeptidase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26491]	-0.53	-0.90	-0.17	0.01	0.04	0.60	0.24	0.97	0.00	0.01	-0.34	-0.76	0.07	0.10	0.14	0.79	0.49	1.10	0.00	0.00	
ENSG00000214176	NA	PLEKHM1P1	transcribed_unprocessed_pseudogene	HGNC Symbol	6	pleckstrin homology and RUN domain containing M1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35411]	-0.16	-0.65	0.32	0.49	0.73	0.19	-0.22	0.60	0.35	0.47	0.70	0.19	1.22	0.01	0.02	1.06	0.69	1.43	0.00	0.00	
ENSG00000214182	NA	PTMAP5	transcribed_processed_pseudogene	HGNC Symbol	2	"prothymosin, alpha pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:9628]"	-0.37	-0.67	-0.07	0.02	0.10	-0.60	-0.98	-0.21	0.00	0.01	-0.97	-1.34	-0.59	0.00	0.00	-1.19	-1.51	-0.88	0.00	0.00	
ENSG00000214184	644903	GCC2-AS1	antisense_RNA	HGNC Symbol	2	GCC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28126]	0.26	-0.39	0.91	0.41	0.66	0.07	-0.64	0.78	0.84	0.89	-0.33	-1.11	0.45	0.40	0.47	-0.52	-1.08	0.03	0.06	0.09	
ENSG00000214189	388507	ZNF788	protein_coding	HGNC Symbol	7	zinc finger family member 788 [Source:HGNC Symbol;Acc:HGNC:33112]	-0.03	-0.25	0.19	0.79	0.91	-0.82	-1.03	-0.60	0.00	0.00	1.83	1.58	2.07	0.00	0.00	1.04	0.86	1.22	0.00	0.00	
ENSG00000214193	79729	SH3D21	protein_coding	HGNC Symbol	6	SH3 domain containing 21 [Source:HGNC Symbol;Acc:HGNC:26236]	-0.09	-0.51	0.33	0.66	0.84	-0.90	-1.26	-0.54	0.00	0.00	1.13	0.69	1.56	0.00	0.00	0.32	-0.03	0.66	0.07	0.09	
ENSG00000214194	401397	SMIM30	protein_coding	HGNC Symbol	4	small integral membrane protein 30 [Source:HGNC Symbol;Acc:HGNC:48953]	0.19	-0.03	0.40	0.09	0.27	-0.17	-0.40	0.07	0.16	0.26	-0.31	-0.57	-0.05	0.02	0.03	-0.66	-0.85	-0.47	0.00	0.00	
ENSG00000214198	NA	TTC41P	transcribed_unitary_pseudogene	HGNC Symbol	7	"tetratricopeptide repeat domain 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:49210]"	-0.22	-0.67	0.22	0.31	0.57	-0.38	-0.75	-0.01	0.04	0.09	0.92	0.46	1.37	0.00	0.00	0.76	0.41	1.11	0.00	0.00	
ENSG00000214199	NA	EEF1A1P12	processed_pseudogene	HGNC Symbol	1	eukaryotic translation elongation factor 1 alpha 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:3195]	-0.09	-0.54	0.36	0.67	0.84	-0.17	-0.65	0.31	0.48	0.60	-0.18	-0.70	0.34	0.49	0.56	-0.25	-0.65	0.14	0.20	0.25	
ENSG00000214211	NA	CTAGE14P	processed_pseudogene	HGNC Symbol	1	"CTAGE family member 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:37299]"	0.26	-0.83	1.36	0.63	0.82	-1.39	-2.63	-0.15	0.03	0.07	0.15	-1.12	1.42	0.81	0.85	-1.50	-2.57	-0.44	0.01	0.01	
ENSG00000214226	339210	C17orf67	protein_coding	HGNC Symbol	3	chromosome 17 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:27900]	-0.19	-0.49	0.11	0.21	0.46	0.09	-0.21	0.40	0.52	0.64	-0.07	-0.41	0.27	0.67	0.73	0.21	-0.04	0.46	0.10	0.12	
ENSG00000214248	NA	AC010336.1	antisense_RNA	Clone-based (Ensembl) gene	1		-0.36	-0.91	0.18	0.18	0.43	-1.03	-1.69	-0.37	0.00	0.01	-0.46	-1.11	0.19	0.16	0.21	-1.13	-1.69	-0.56	0.00	0.00	
ENSG00000214252	NA	AZGP1P2	unprocessed_pseudogene	HGNC Symbol	1	"alpha-2-glycoprotein 1, zinc-binding pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:912]"	1.74	0.77	2.71	0.00	0.01	-0.52	-2.21	1.18	0.54	0.65	-3.10	-4.71	-1.49	0.00	0.00	-5.35	-6.46	-4.25	0.00	0.00	
ENSG00000214253	51024	FIS1	protein_coding	HGNC Symbol	9	"fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]"	-0.08	-0.34	0.19	0.56	0.78	-0.15	-0.43	0.12	0.25	0.37	-0.09	-0.40	0.22	0.55	0.62	-0.17	-0.39	0.05	0.13	0.17	
ENSG00000214269	NA	LGMNP1	processed_pseudogene	HGNC Symbol	1	legumain pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23079]	-0.52	-1.06	0.02	0.06	0.22	-0.43	-0.94	0.09	0.10	0.18	0.28	-0.30	0.86	0.33	0.40	0.37	-0.10	0.84	0.12	0.15	
ENSG00000214274	283	ANG	protein_coding	HGNC Symbol	3	angiogenin [Source:HGNC Symbol;Acc:HGNC:483]	-0.78	-1.52	-0.05	0.04	0.16	0.90	-0.43	2.22	0.18	0.28	-3.25	-4.50	-2.00	0.00	0.00	-1.57	-2.42	-0.71	0.00	0.00	
ENSG00000214279	NA	SCART1	protein_coding	HGNC Symbol	6	scavenger receptor family member expressed on T-cells 1 [Source:HGNC Symbol;Acc:HGNC:32411]	-0.30	-1.10	0.51	0.46	0.70	0.79	0.07	1.50	0.03	0.07	0.21	-0.68	1.09	0.63	0.69	1.29	0.67	1.91	0.00	0.00	
ENSG00000214286	NA	PDCL3P3	processed_pseudogene	HGNC Symbol	1	phosducin-like 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44504]	1.01	0.25	1.76	0.01	0.07	-0.06	-0.83	0.72	0.89	0.92	0.24	-0.67	1.14	0.60	0.66	-0.83	-1.43	-0.23	0.01	0.01	
ENSG00000214290	120376	COLCA2	protein_coding	HGNC Symbol	7	colorectal cancer associated 2 [Source:HGNC Symbol;Acc:HGNC:26978]	-0.35	-1.03	0.33	0.30	0.56	1.11	-0.09	2.31	0.07	0.13	-3.10	-4.26	-1.94	0.00	0.00	-1.64	-2.39	-0.90	0.00	0.00	
ENSG00000214293	100505854	APTR	lincRNA	HGNC Symbol	5	Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:44173]	0.40	0.16	0.64	0.00	0.02	0.19	-0.05	0.44	0.12	0.21	-0.01	-0.30	0.27	0.91	0.93	-0.22	-0.41	-0.02	0.03	0.04	
ENSG00000214300	441272	SPDYE3	protein_coding	HGNC Symbol	2	speedy/RINGO cell cycle regulator family member E3 [Source:HGNC Symbol;Acc:HGNC:35462]	0.29	-0.34	0.92	0.35	0.61	0.19	-0.29	0.66	0.42	0.55	1.26	0.61	1.91	0.00	0.00	1.16	0.72	1.60	0.00	0.00	
ENSG00000214309	255374	MBLAC1	protein_coding	HGNC Symbol	2	metallo-beta-lactamase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22180]	-0.26	-0.69	0.17	0.23	0.48	0.20	-0.24	0.65	0.36	0.49	-0.27	-0.77	0.22	0.27	0.34	0.19	-0.18	0.55	0.30	0.36	
ENSG00000214331	NA	AC009053.1	transcribed_unprocessed_pseudogene	Clone-based (Ensembl) gene	5		0.07	-0.36	0.50	0.73	0.88	-0.31	-0.73	0.10	0.13	0.22	0.38	-0.10	0.85	0.12	0.17	-0.01	-0.37	0.34	0.94	0.95	
ENSG00000214336	344167	FOXI3	protein_coding	HGNC Symbol	1	forkhead box I3 [Source:HGNC Symbol;Acc:HGNC:35123]	0.23	-0.29	0.76	0.37	0.63	-0.10	-1.01	0.82	0.83	0.88	-2.40	-3.24	-1.55	0.00	0.00	-2.73	-3.36	-2.10	0.00	0.00	
ENSG00000214353	100130894	VAC14-AS1	antisense_RNA	HGNC Symbol	2	VAC14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48605]	0.22	-0.39	0.83	0.46	0.71	-0.23	-0.80	0.34	0.42	0.54	0.48	-0.20	1.15	0.16	0.21	0.03	-0.46	0.52	0.90	0.92	
ENSG00000214357	54492	NEURL1B	protein_coding	HGNC Symbol	3	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]	0.33	0.04	0.62	0.03	0.13	0.42	0.15	0.68	0.00	0.01	0.53	0.21	0.85	0.00	0.00	0.62	0.40	0.84	0.00	0.00	
ENSG00000214367	79441	HAUS3	protein_coding	HGNC Symbol	5	HAUS augmin like complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28719]	0.28	0.04	0.52	0.02	0.12	0.35	0.13	0.57	0.00	0.01	0.54	0.27	0.81	0.00	0.00	0.61	0.42	0.79	0.00	0.00	
ENSG00000214376	387804	VSTM5	protein_coding	HGNC Symbol	3	V-set and transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:34443]	0.54	-0.07	1.16	0.08	0.26	0.70	0.01	1.38	0.05	0.10	-0.48	-1.26	0.30	0.22	0.28	-0.32	-0.82	0.17	0.19	0.23	
ENSG00000214401	107984142	KANSL1-AS1	antisense_RNA	HGNC Symbol	3	KANSL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43740]	1.24	0.24	2.24	0.02	0.10	-0.56	-1.18	0.07	0.08	0.15	2.79	1.79	3.79	0.00	0.00	0.99	0.36	1.63	0.00	0.01	
ENSG00000214401	644246	KANSL1-AS1	antisense_RNA	HGNC Symbol	3	KANSL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43740]	1.24	0.24	2.24	0.02	0.10	-0.56	-1.18	0.07	0.08	0.15	2.79	1.79	3.79	0.00	0.00	0.99	0.36	1.63	0.00	0.01	
ENSG00000214413	92482	BBIP1	protein_coding	HGNC Symbol	10	BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093]	-0.05	-0.30	0.20	0.71	0.87	-0.20	-0.43	0.04	0.10	0.18	0.42	0.14	0.69	0.00	0.01	0.27	0.06	0.47	0.01	0.02	
